CustomerID,Recency,Frequency,Monetary,Cluster,Segment
16274.0,17,1,357.95,1,At-Risk / Occasional
16293.0,11,1,378.75,1,At-Risk / Occasional
16306.0,11,1,68.1,1,At-Risk / Occasional
16316.0,2,1,308.21999999999997,0,At-Risk / Occasional
16327.0,13,1,535.6,1,At-Risk / Occasional
16353.0,1,3,408.0,0,At-Risk / Occasional
16365.0,3,2,368.46,0,At-Risk / Occasional
16367.0,6,1,170.91,0,At-Risk / Occasional
16385.0,10,1,148.23000000000002,1,At-Risk / Occasional
16393.0,6,2,291.55,0,At-Risk / Occasional
16402.0,13,1,211.8,1,At-Risk / Occasional
16411.0,13,1,131.5,1,At-Risk / Occasional
16422.0,4,2,1685.6000000000001,0,At-Risk / Occasional
16442.0,4,1,151.66,0,At-Risk / Occasional
16455.0,5,3,531.98,0,At-Risk / Occasional
16456.0,17,1,787.4,1,At-Risk / Occasional
16458.0,4,1,193.9,0,At-Risk / Occasional
16470.0,2,1,216.34,0,At-Risk / Occasional
16477.0,15,1,225.65,1,At-Risk / Occasional
16499.0,4,2,365.45,0,At-Risk / Occasional
16503.0,4,1,488.09,0,At-Risk / Occasional
16510.0,16,1,248.1,1,At-Risk / Occasional
16519.0,9,1,103.7,1,At-Risk / Occasional
16520.0,9,1,325.76,1,At-Risk / Occasional
16525.0,2,2,802.44,0,At-Risk / Occasional
16531.0,4,1,92.82,0,At-Risk / Occasional
16539.0,2,2,747.25,0,At-Risk / Occasional
16546.0,16,1,299.40000000000003,1,At-Risk / Occasional
16550.0,12,1,554.66,1,At-Risk / Occasional
16552.0,17,1,95.29,1,At-Risk / Occasional
16553.0,4,2,1609.44,0,At-Risk / Occasional
16556.0,4,1,310.85,0,At-Risk / Occasional
16558.0,1,2,880.5500000000001,0,At-Risk / Occasional
16560.0,2,1,332.18,0,At-Risk / Occasional
16565.0,8,1,173.7,1,At-Risk / Occasional
16583.0,17,1,233.45,1,At-Risk / Occasional
16596.0,10,1,120.65,1,At-Risk / Occasional
16607.0,1,2,654.8199999999999,0,At-Risk / Occasional
16634.0,15,1,164.8,1,At-Risk / Occasional
16638.0,3,2,70.80000000000001,0,At-Risk / Occasional
16654.0,12,1,227.4,1,At-Risk / Occasional
16656.0,8,1,428.76,1,At-Risk / Occasional
16658.0,12,1,123.24,1,At-Risk / Occasional
16665.0,6,1,135.39999999999998,0,At-Risk / Occasional
16670.0,2,1,403.61,0,At-Risk / Occasional
16679.0,10,1,129.75,1,At-Risk / Occasional
16684.0,1,2,739.26,0,At-Risk / Occasional
16700.0,10,1,336.94,1,At-Risk / Occasional
16701.0,5,1,476.76,0,At-Risk / Occasional
16705.0,2,2,1131.72,0,At-Risk / Occasional
16710.0,4,2,524.97,0,At-Risk / Occasional
16711.0,1,1,214.20000000000002,0,At-Risk / Occasional
16713.0,10,1,414.43,1,At-Risk / Occasional
16717.0,10,1,307.25,1,At-Risk / Occasional
16718.0,13,1,623.75,1,At-Risk / Occasional
16719.0,12,1,430.73,1,At-Risk / Occasional
16722.0,10,2,799.52,1,At-Risk / Occasional
16725.0,3,3,327.2,0,At-Risk / Occasional
16726.0,5,1,129.57,0,At-Risk / Occasional
16727.0,8,1,272.82,1,At-Risk / Occasional
16743.0,2,1,430.28000000000003,0,At-Risk / Occasional
16746.0,2,1,311.64,0,At-Risk / Occasional
16752.0,16,1,207.5,1,At-Risk / Occasional
16754.0,15,1,2002.4,1,At-Risk / Occasional
16770.0,2,2,262.20000000000005,0,At-Risk / Occasional
16775.0,11,1,231.9,1,At-Risk / Occasional
16779.0,6,2,687.83,0,At-Risk / Occasional
16781.0,16,1,311.25,1,At-Risk / Occasional
16782.0,3,2,577.99,0,At-Risk / Occasional
16795.0,9,1,414.88,1,At-Risk / Occasional
16805.0,4,1,214.77,0,At-Risk / Occasional
16812.0,4,1,479.35,0,At-Risk / Occasional
16814.0,13,1,273.29,1,At-Risk / Occasional
16816.0,2,1,75.78,0,At-Risk / Occasional
16817.0,3,2,367.3,0,At-Risk / Occasional
16835.0,17,1,81.75,1,At-Risk / Occasional
16839.0,13,1,552.24,1,At-Risk / Occasional
16858.0,12,1,375.69000000000005,1,At-Risk / Occasional
16863.0,10,1,164.25,1,At-Risk / Occasional
16873.0,8,1,2157.64,0,At-Risk / Occasional
16883.0,15,1,128.03,1,At-Risk / Occasional
16885.0,1,1,176.79999999999998,0,At-Risk / Occasional
16891.0,15,1,232.26,1,At-Risk / Occasional
16893.0,10,1,145.93,1,At-Risk / Occasional
16898.0,12,1,116.08,1,At-Risk / Occasional
16899.0,4,1,170.55,0,At-Risk / Occasional
16904.0,11,2,338.70000000000005,1,At-Risk / Occasional
16905.0,15,1,254.39999999999998,1,At-Risk / Occasional
16907.0,9,1,182.01999999999998,1,At-Risk / Occasional
16916.0,16,1,198.08,1,At-Risk / Occasional
16919.0,4,2,540.01,0,At-Risk / Occasional
16923.0,6,1,550.5,0,At-Risk / Occasional
16926.0,15,1,230.25,1,At-Risk / Occasional
16927.0,5,1,218.1,0,At-Risk / Occasional
16928.0,17,1,116.25,1,At-Risk / Occasional
16931.0,1,2,364.66,0,At-Risk / Occasional
16945.0,1,1,279.85,0,At-Risk / Occasional
16950.0,11,1,172.0,1,At-Risk / Occasional
16954.0,3,1,346.79999999999995,0,At-Risk / Occasional
16955.0,12,2,189.1,1,At-Risk / Occasional
16983.0,13,1,163.49,1,At-Risk / Occasional
16985.0,2,1,933.3199999999999,0,At-Risk / Occasional
17001.0,2,1,397.96,0,At-Risk / Occasional
17007.0,1,2,207.12,0,At-Risk / Occasional
17017.0,4,5,2357.64,0,At-Risk / Occasional
17019.0,12,1,358.82,1,At-Risk / Occasional
17025.0,17,2,160.97,1,At-Risk / Occasional
17026.0,13,1,33.15,1,At-Risk / Occasional
17033.0,3,1,307.8,0,At-Risk / Occasional
17041.0,4,1,304.5,0,At-Risk / Occasional
17059.0,13,1,722.36,1,At-Risk / Occasional
17062.0,2,3,435.73,0,At-Risk / Occasional
17068.0,2,2,297.45,0,At-Risk / Occasional
17069.0,17,1,277.05,1,At-Risk / Occasional
17076.0,8,1,151.5,1,At-Risk / Occasional
17085.0,6,1,452.99,0,At-Risk / Occasional
17091.0,11,1,293.45000000000005,1,At-Risk / Occasional
17097.0,9,1,174.72,1,At-Risk / Occasional
17126.0,6,1,212.6,0,At-Risk / Occasional
17135.0,15,1,215.57999999999998,1,At-Risk / Occasional
17146.0,2,1,298.25,0,At-Risk / Occasional
17158.0,4,1,413.79,0,At-Risk / Occasional
17179.0,5,1,243.0,0,At-Risk / Occasional
17181.0,17,1,155.52,1,At-Risk / Occasional
17188.0,6,1,513.64,0,At-Risk / Occasional
17189.0,2,1,227.22,0,At-Risk / Occasional
17191.0,12,3,510.11,1,At-Risk / Occasional
17194.0,4,1,252.62,0,At-Risk / Occasional
17198.0,9,2,521.66,1,At-Risk / Occasional
17211.0,6,2,597.52,0,At-Risk / Occasional
17213.0,10,1,312.90000000000003,1,At-Risk / Occasional
17214.0,3,1,171.05,0,At-Risk / Occasional
17218.0,6,2,506.78,0,At-Risk / Occasional
17220.0,8,1,317.5,1,At-Risk / Occasional
17223.0,12,1,292.84000000000003,1,At-Risk / Occasional
17227.0,12,1,142.25,1,At-Risk / Occasional
17228.0,11,2,355.95,1,At-Risk / Occasional
17230.0,3,1,1761.26,0,At-Risk / Occasional
17231.0,5,1,232.01,0,At-Risk / Occasional
17235.0,16,1,341.9,1,At-Risk / Occasional
17236.0,6,1,126.28,0,At-Risk / Occasional
17238.0,15,2,370.09000000000003,1,At-Risk / Occasional
17243.0,6,2,595.5,0,At-Risk / Occasional
17251.0,6,1,283.28000000000003,0,At-Risk / Occasional
17259.0,12,1,381.64,1,At-Risk / Occasional
17262.0,10,1,268.86,1,At-Risk / Occasional
17287.0,11,2,222.7,1,At-Risk / Occasional
17288.0,2,1,133.56,0,At-Risk / Occasional
17293.0,5,1,346.14,0,At-Risk / Occasional
17303.0,5,1,250.04,0,At-Risk / Occasional
17315.0,1,1,108.92,0,At-Risk / Occasional
17320.0,12,1,450.92,1,At-Risk / Occasional
17324.0,10,1,127.05000000000001,1,At-Risk / Occasional
17338.0,5,1,767.6,0,At-Risk / Occasional
17339.0,9,1,60.0,1,At-Risk / Occasional
17340.0,10,1,2671.27,1,At-Risk / Occasional
17341.0,10,1,513.6,1,At-Risk / Occasional
17346.0,3,2,247.84,0,At-Risk / Occasional
17371.0,5,1,97.63,0,At-Risk / Occasional
17372.0,4,2,370.78000000000003,0,At-Risk / Occasional
17375.0,5,1,109.71000000000001,0,At-Risk / Occasional
17377.0,1,3,785.08,0,At-Risk / Occasional
17381.0,12,3,3603.7200000000003,1,At-Risk / Occasional
17392.0,1,1,312.41,0,At-Risk / Occasional
17396.0,15,1,397.5,1,At-Risk / Occasional
17402.0,13,2,459.96999999999997,1,At-Risk / Occasional
17404.0,1,2,3834.2999999999997,0,At-Risk / Occasional
17406.0,10,1,702.1,1,At-Risk / Occasional
17412.0,1,2,447.76,0,At-Risk / Occasional
17419.0,11,2,374.27,1,At-Risk / Occasional
17420.0,17,1,130.85,1,At-Risk / Occasional
17428.0,5,2,893.95,0,At-Risk / Occasional
17430.0,9,1,112.6,1,At-Risk / Occasional
17449.0,3,1,684.26,0,At-Risk / Occasional
17450.0,11,2,2028.84,1,At-Risk / Occasional
17454.0,3,1,165.85,0,At-Risk / Occasional
17456.0,9,1,249.86,1,At-Risk / Occasional
17460.0,16,2,70.30000000000001,1,At-Risk / Occasional
17470.0,11,1,178.4,1,At-Risk / Occasional
17491.0,11,1,327.40000000000003,1,At-Risk / Occasional
17496.0,2,1,271.05,0,At-Risk / Occasional
17511.0,3,3,6711.08,0,At-Risk / Occasional
17519.0,12,1,335.3,1,At-Risk / Occasional
17524.0,5,1,145.0,0,At-Risk / Occasional
17525.0,3,1,422.70000000000005,0,At-Risk / Occasional
17526.0,4,2,238.6,0,At-Risk / Occasional
17530.0,8,1,300.64,1,At-Risk / Occasional
17551.0,3,1,306.84,0,At-Risk / Occasional
17552.0,15,2,298.52,1,At-Risk / Occasional
17567.0,16,1,517.95,1,At-Risk / Occasional
17572.0,17,1,70.80000000000001,1,At-Risk / Occasional
17576.0,5,2,297.0,0,At-Risk / Occasional
17580.0,2,1,46.85,0,At-Risk / Occasional
17581.0,16,2,786.78,1,At-Risk / Occasional
17591.0,11,1,406.6,1,At-Risk / Occasional
17596.0,12,1,392.62,1,At-Risk / Occasional
17611.0,5,1,244.19,0,At-Risk / Occasional
17616.0,11,1,326.4,1,At-Risk / Occasional
17618.0,6,1,320.28,0,At-Risk / Occasional
17629.0,3,1,238.65,0,At-Risk / Occasional
17643.0,17,1,101.55,1,At-Risk / Occasional
17646.0,9,1,251.0,1,At-Risk / Occasional
17655.0,10,1,676.1,1,At-Risk / Occasional
17659.0,1,2,359.95,0,At-Risk / Occasional
17671.0,9,1,394.18,1,At-Risk / Occasional
17674.0,12,1,300.66,1,At-Risk / Occasional
17675.0,8,2,1019.12,0,At-Risk / Occasional
17676.0,10,1,300.7,1,At-Risk / Occasional
17677.0,10,4,1616.6000000000001,1,At-Risk / Occasional
17682.0,12,1,391.5,1,At-Risk / Occasional
17685.0,4,2,463.02,0,At-Risk / Occasional
17690.0,8,4,687.9000000000001,0,At-Risk / Occasional
17691.0,2,2,290.40000000000003,0,At-Risk / Occasional
17692.0,3,1,343.26,0,At-Risk / Occasional
17696.0,8,2,175.6,1,At-Risk / Occasional
17706.0,10,3,477.83,1,At-Risk / Occasional
17720.0,11,1,102.0,1,At-Risk / Occasional
17722.0,10,1,910.14,1,At-Risk / Occasional
17732.0,16,1,303.97,1,At-Risk / Occasional
17735.0,11,1,454.6,1,At-Risk / Occasional
17739.0,4,1,360.06,0,At-Risk / Occasional
17744.0,2,1,377.52,0,At-Risk / Occasional
17752.0,3,1,80.64,0,At-Risk / Occasional
17757.0,4,4,565.8000000000001,0,At-Risk / Occasional
17760.0,17,1,172.54,1,At-Risk / Occasional
17787.0,15,1,736.28,1,At-Risk / Occasional
17790.0,1,5,399.55,0,At-Risk / Occasional
17796.0,13,1,114.65,1,At-Risk / Occasional
17799.0,5,1,223.48,0,At-Risk / Occasional
17802.0,16,1,100.2,1,At-Risk / Occasional
17809.0,15,3,1251.5,1,At-Risk / Occasional
17812.0,12,1,217.54999999999998,1,At-Risk / Occasional
17816.0,9,1,16.21,1,At-Risk / Occasional
17819.0,6,2,980.1199999999999,0,At-Risk / Occasional
17827.0,8,3,1271.8,0,At-Risk / Occasional
17838.0,9,2,935.5600000000001,1,At-Risk / Occasional
17841.0,4,5,2189.55,0,At-Risk / Occasional
17848.0,1,1,97.3,0,At-Risk / Occasional
17850.0,16,34,5391.21,2,Champions
17855.0,16,1,208.97,1,At-Risk / Occasional
17857.0,2,2,1340.7,0,At-Risk / Occasional
17858.0,3,2,1556.85,0,At-Risk / Occasional
17860.0,12,1,252.8,1,At-Risk / Occasional
17863.0,13,1,384.71999999999997,1,At-Risk / Occasional
17865.0,1,2,1079.83,0,At-Risk / Occasional
17869.0,12,1,214.32,1,At-Risk / Occasional
17870.0,10,1,326.4,1,At-Risk / Occasional
17873.0,17,1,215.14999999999998,1,At-Risk / Occasional
17880.0,8,1,458.92,1,At-Risk / Occasional
17884.0,12,2,324.62,1,At-Risk / Occasional
17888.0,1,1,29.43,0,At-Risk / Occasional
17890.0,5,1,476.96,0,At-Risk / Occasional
17894.0,3,3,380.51,0,At-Risk / Occasional
17897.0,11,2,434.62,1,At-Risk / Occasional
17905.0,17,1,201.75,1,At-Risk / Occasional
17908.0,17,1,243.28,1,At-Risk / Occasional
17912.0,3,4,289.41,0,At-Risk / Occasional
17917.0,6,1,110.91,0,At-Risk / Occasional
17920.0,12,2,735.91,1,At-Risk / Occasional
17924.0,17,1,279.0,1,At-Risk / Occasional
17925.0,16,1,244.08,1,At-Risk / Occasional
17937.0,5,2,2153.88,0,At-Risk / Occasional
17949.0,15,1,1314.0,1,At-Risk / Occasional
17950.0,9,2,263.17,1,At-Risk / Occasional
17951.0,2,2,409.50000000000006,0,At-Risk / Occasional
17954.0,11,2,128.68,1,At-Risk / Occasional
17961.0,15,1,127.55,1,At-Risk / Occasional
17964.0,16,1,261.76,1,At-Risk / Occasional
17965.0,8,2,156.8,1,At-Risk / Occasional
17967.0,15,1,123.07,1,At-Risk / Occasional
17968.0,17,1,277.35,1,At-Risk / Occasional
17969.0,5,1,125.2,0,At-Risk / Occasional
17975.0,4,2,621.49,0,At-Risk / Occasional
17976.0,16,1,353.19,1,At-Risk / Occasional
17978.0,9,1,300.91999999999996,1,At-Risk / Occasional
17980.0,3,1,295.2,0,At-Risk / Occasional
17990.0,5,1,168.0,0,At-Risk / Occasional
17999.0,10,1,190.34,1,At-Risk / Occasional
18004.0,6,1,169.47,0,At-Risk / Occasional
18011.0,16,1,102.78999999999999,1,At-Risk / Occasional
18016.0,8,1,156.65,1,At-Risk / Occasional
18037.0,6,1,31.3,0,At-Risk / Occasional
18041.0,9,3,634.29,1,At-Risk / Occasional
18043.0,10,1,316.46,1,At-Risk / Occasional
18044.0,4,1,74.25,0,At-Risk / Occasional
18050.0,3,1,74.4,0,At-Risk / Occasional
18055.0,2,3,1751.1200000000001,0,At-Risk / Occasional
18061.0,10,1,405.16,1,At-Risk / Occasional
18065.0,8,2,345.02,1,At-Risk / Occasional
18071.0,9,1,258.95,1,At-Risk / Occasional
18074.0,17,1,489.6,1,At-Risk / Occasional
18075.0,4,1,198.95000000000002,0,At-Risk / Occasional
18077.0,10,1,204.87,1,At-Risk / Occasional
18085.0,17,1,303.9,1,At-Risk / Occasional
18092.0,9,1,1485.72,1,At-Risk / Occasional
18102.0,9,4,27834.61,3,Champions
18109.0,6,2,552.75,0,At-Risk / Occasional
18113.0,12,1,76.32000000000001,1,At-Risk / Occasional
18116.0,2,2,311.88,0,At-Risk / Occasional
18118.0,8,2,608.51,0,At-Risk / Occasional
18119.0,11,1,181.12,1,At-Risk / Occasional
18144.0,4,2,502.65,0,At-Risk / Occasional
18156.0,13,1,206.23000000000002,1,At-Risk / Occasional
18168.0,3,2,449.94,0,At-Risk / Occasional
18176.0,2,1,476.35,0,At-Risk / Occasional
18178.0,8,1,300.65000000000003,1,At-Risk / Occasional
18219.0,4,2,390.06,0,At-Risk / Occasional
18223.0,2,1,501.69,0,At-Risk / Occasional
18225.0,9,1,30.0,1,At-Risk / Occasional
18229.0,10,2,653.2,1,At-Risk / Occasional
18239.0,15,1,438.1,1,At-Risk / Occasional
18259.0,10,1,376.30000000000007,1,At-Risk / Occasional
18260.0,1,1,230.70000000000002,0,At-Risk / Occasional
18269.0,10,1,168.6,1,At-Risk / Occasional
